"","end_result","game","game_id","period","play","player","playoffs","score","season","shot_made","time","home_game","score1","score2","cur_score","opp_score","first_shot","missed_first","made_first","cur_time","losing","losing_alot","score_ratio","loss_sq","win_sq","prod1"
"997","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","89 - 93","2008 - 2009",0,"9:48",0,89,93,93,89,1,0,0,588,FALSE,FALSE,1.03333333333333,1156,1024,0
"998","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","89 - 94","2008 - 2009",1,"9:48",0,89,94,93,89,0,1,0,588,FALSE,FALSE,1.03333333333333,1156,1024,0
"999","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","91 - 96","2008 - 2009",0,"8:45",0,91,96,96,91,1,0,0,525,FALSE,FALSE,1.04347826086957,1156,1024,0
"1000","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 97","2008 - 2009",1,"8:45",0,91,97,96,91,0,1,0,525,FALSE,FALSE,1.04347826086957,1156,1024,0
"1001","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","91 - 97","2008 - 2009",0,"8:04",0,91,97,97,91,1,0,0,484,FALSE,FALSE,1.05434782608696,1156,1024,0
"1002","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 98","2008 - 2009",1,"8:04",0,91,98,97,91,0,1,0,484,FALSE,FALSE,1.05434782608696,1156,1024,0
"1003","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","91 - 98","2008 - 2009",0,"7:46",0,91,98,98,91,1,0,0,466,FALSE,FALSE,1.06521739130435,1156,1024,0
"1004","105 - 115","GS - PHX",290206021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 99","2008 - 2009",1,"7:46",0,91,99,98,91,0,1,0,466,FALSE,FALSE,1.06521739130435,1156,1024,0
"1005","107 - 97","PHX - DET",290208008,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","39 - 36","2008 - 2009",1,"7:39",1,39,36,38,36,1,0,0,459,FALSE,FALSE,1.02702702702703,1156,1024,0
"1006","107 - 97","PHX - DET",290208008,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","39 - 36","2008 - 2009",0,"7:39",1,39,36,39,36,0,0,1,459,FALSE,FALSE,1.05405405405405,1156,1024,1
"1007","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","84 - 74","2008 - 2009",1,"11:22",1,84,74,83,74,1,0,0,682,FALSE,FALSE,1.10666666666667,1156,1024,0
"1008","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","85 - 74","2008 - 2009",1,"11:22",1,85,74,84,74,0,0,1,682,FALSE,FALSE,1.12,1156,1024,1
"1009","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","85 - 77","2008 - 2009",0,"8:55",1,85,77,85,77,1,0,0,535,FALSE,FALSE,1.08974358974359,1156,1024,0
"1010","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","86 - 77","2008 - 2009",1,"8:55",1,86,77,85,77,0,1,0,535,FALSE,FALSE,1.08974358974359,1156,1024,0
"1011","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","102 - 95","2008 - 2009",1,"0:35",1,102,95,101,95,1,0,0,35,FALSE,FALSE,1.05208333333333,1156,1024,0
"1012","107 - 97","PHX - DET",290208008,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","103 - 95","2008 - 2009",1,"0:35",1,103,95,102,95,0,0,1,35,FALSE,FALSE,1.0625,1156,1024,1
"1013","91 - 108","PHX - PHI",290209020,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","33 - 37","2008 - 2009",0,"8:15",1,33,37,33,37,1,0,0,495,TRUE,FALSE,0.868421052631579,1156,1024,0
"1014","91 - 108","PHX - PHI",290209020,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","37 - 49","2008 - 2009",0,"4:16",1,37,49,37,49,1,0,0,256,TRUE,FALSE,0.74,1156,1024,0
"1015","91 - 108","PHX - PHI",290209020,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","38 - 49","2008 - 2009",1,"3:40",1,38,49,37,49,1,0,0,220,TRUE,FALSE,0.74,1156,1024,0
"1016","91 - 108","PHX - PHI",290209020,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","38 - 49","2008 - 2009",0,"3:40",1,38,49,38,49,0,0,1,220,TRUE,FALSE,0.76,1156,1024,1
"1017","92 - 109","PHX - CLE",290211005,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","40 - 44","2008 - 2009",1,"5:33",1,40,44,39,44,1,0,0,333,TRUE,FALSE,0.866666666666667,1156,1024,0
"1018","119 - 146","EAST - WEST",290215032,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","89 - 109","2008 - 2009",0,"0:59",0,89,109,109,89,1,0,0,59,FALSE,FALSE,1.21111111111111,1156,1024,0
"1019","119 - 146","EAST - WEST",290215032,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","89 - 109","2008 - 2009",0,"0:59",0,89,109,109,89,0,1,0,59,FALSE,FALSE,1.21111111111111,1156,1024,0
"1020","119 - 146","EAST - WEST",290215032,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","89 - 110","2008 - 2009",1,"0:44",0,89,110,109,89,1,0,0,44,FALSE,FALSE,1.21111111111111,1156,1024,0
"1021","119 - 146","EAST - WEST",290215032,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","89 - 110","2008 - 2009",0,"0:44",0,89,110,110,89,0,0,1,44,FALSE,FALSE,1.22222222222222,1156,1024,0
"1022","100 - 140","LAC - PHX",290217021,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","0 - 3","2008 - 2009",1,"11:48",0,0,3,2,0,1,0,0,708,FALSE,FALSE,2,1156,1024,0
"1023","100 - 140","LAC - PHX",290217021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","37 - 55","2008 - 2009",1,"6:37",0,37,55,54,37,1,0,0,397,FALSE,FALSE,1.42105263157895,1156,1024,0
"1024","100 - 140","LAC - PHX",290217021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","37 - 56","2008 - 2009",1,"6:37",0,37,56,55,37,0,0,1,397,FALSE,FALSE,1.44736842105263,1156,1024,0
"1025","118 - 140","OKC - PHX",290220021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","33 - 49","2008 - 2009",1,"9:21",0,33,49,48,33,1,0,0,561,FALSE,FALSE,1.41176470588235,1156,1024,0
"1026","118 - 140","OKC - PHX",290220021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","33 - 50","2008 - 2009",1,"9:21",0,33,50,49,33,0,0,1,561,FALSE,FALSE,1.44117647058824,1156,1024,0
"1027","118 - 140","OKC - PHX",290220021,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","84 - 98","2008 - 2009",0,"1:55",0,84,98,98,84,1,0,0,115,FALSE,FALSE,1.15294117647059,1156,1024,0
"1028","118 - 140","OKC - PHX",290220021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","84 - 99","2008 - 2009",1,"1:55",0,84,99,98,84,0,1,0,115,FALSE,FALSE,1.15294117647059,1156,1024,0
"1029","118 - 140","OKC - PHX",290220021,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","93 - 103","2008 - 2009",0,"0:25",0,93,103,103,93,1,0,0,25,FALSE,FALSE,1.09574468085106,1156,1024,0
"1030","118 - 140","OKC - PHX",290220021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","103 - 110","2008 - 2009",0,"6:58",0,103,110,110,103,1,0,0,418,FALSE,FALSE,1.05769230769231,1156,1024,0
"1031","118 - 140","OKC - PHX",290220021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","103 - 111","2008 - 2009",1,"6:58",0,103,111,110,103,0,1,0,418,FALSE,FALSE,1.05769230769231,1156,1024,0
"1032","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","13 - 17","2008 - 2009",1,"7:16",0,13,17,16,13,1,0,0,436,FALSE,FALSE,1.14285714285714,1156,1024,0
"1033","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","13 - 17","2008 - 2009",0,"7:16",0,13,17,17,13,0,0,1,436,FALSE,FALSE,1.21428571428571,1156,1024,0
"1034","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","18 - 17","2008 - 2009",0,"6:01",0,18,17,17,18,1,0,0,361,TRUE,FALSE,0.894736842105263,1156,1024,0
"1035","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","18 - 18","2008 - 2009",1,"6:01",0,18,18,17,18,0,1,0,361,TRUE,FALSE,0.894736842105263,1156,1024,0
"1036","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","28 - 26","2008 - 2009",0,"2:35",0,28,26,26,28,1,0,0,155,TRUE,FALSE,0.896551724137931,1156,1024,0
"1037","128 - 108","BOS - PHX",290222021,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","28 - 27","2008 - 2009",1,"2:35",0,28,27,26,28,0,1,0,155,TRUE,FALSE,0.896551724137931,1156,1024,0
"1038","102 - 112","CHA - PHX",290224021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","40 - 52","2008 - 2009",1,"3:18",0,40,52,51,40,1,0,0,198,FALSE,FALSE,1.24390243902439,1156,1024,0
"1039","102 - 112","CHA - PHX",290224021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","40 - 53","2008 - 2009",1,"3:18",0,40,53,52,40,0,0,1,198,FALSE,FALSE,1.26829268292683,1156,1024,0
"1040","102 - 112","CHA - PHX",290224021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","55 - 63","2008 - 2009",1,"10:07",0,55,63,62,55,1,0,0,607,FALSE,FALSE,1.10714285714286,1156,1024,0
"1041","102 - 112","CHA - PHX",290224021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","55 - 64","2008 - 2009",1,"10:07",0,55,64,63,55,0,0,1,607,FALSE,FALSE,1.125,1156,1024,0
"1042","102 - 112","CHA - PHX",290224021,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","63 - 73","2008 - 2009",1,"6:58",0,63,73,72,63,1,0,0,418,FALSE,FALSE,1.125,1156,1024,0
"1043","102 - 112","CHA - PHX",290224021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","91 - 99","2008 - 2009",0,"6:54",0,91,99,99,91,1,0,0,414,FALSE,FALSE,1.07608695652174,1156,1024,0
"1044","102 - 112","CHA - PHX",290224021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 100","2008 - 2009",1,"6:54",0,91,100,99,91,0,1,0,414,FALSE,FALSE,1.07608695652174,1156,1024,0
"1045","106 - 132","PHX - LAL",290226013,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","34 - 48","2008 - 2009",1,"8:33",1,34,48,33,48,1,0,0,513,TRUE,FALSE,0.673469387755102,1156,1024,0
"1046","106 - 132","PHX - LAL",290226013,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","35 - 48","2008 - 2009",1,"8:33",1,35,48,34,48,0,0,1,513,TRUE,FALSE,0.693877551020408,1156,1024,1
"1047","106 - 132","PHX - LAL",290226013,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","58 - 72","2008 - 2009",1,"11:10",1,58,72,57,72,1,0,0,670,TRUE,FALSE,0.780821917808219,1156,1024,0
"1048","106 - 132","PHX - LAL",290226013,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","64 - 83","2008 - 2009",1,"8:14",1,64,83,63,83,1,0,0,494,TRUE,TRUE,0.75,1156,1024,0
"1049","106 - 132","PHX - LAL",290226013,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","65 - 83","2008 - 2009",1,"8:14",1,65,83,64,83,0,0,1,494,TRUE,TRUE,0.761904761904762,1156,1024,1
"1050","106 - 132","PHX - LAL",290226013,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","68 - 88","2008 - 2009",0,"6:26",1,68,88,68,88,1,0,0,386,TRUE,TRUE,0.764044943820225,1156,1024,0
"1051","106 - 132","PHX - LAL",290226013,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","69 - 88","2008 - 2009",1,"6:26",1,69,88,68,88,0,1,0,386,TRUE,TRUE,0.764044943820225,1156,1024,0
"1052","113 - 133","TOR - PHX",290227021,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","6 - 8","2008 - 2009",0,"8:49",0,6,8,8,6,1,0,0,529,FALSE,FALSE,1.14285714285714,1156,1024,0
"1053","113 - 133","TOR - PHX",290227021,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","21 - 28","2008 - 2009",0,"3:21",0,21,28,28,21,1,0,0,201,FALSE,FALSE,1.27272727272727,1156,1024,0
"1054","113 - 133","TOR - PHX",290227021,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","48 - 52","2008 - 2009",1,"6:20",0,48,52,51,48,1,0,0,380,FALSE,FALSE,1.04081632653061,1156,1024,0
"1055","113 - 133","TOR - PHX",290227021,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","80 - 81","2008 - 2009",1,"6:13",0,80,81,80,80,1,0,0,373,FALSE,FALSE,0.987654320987654,1156,1024,0
"1056","113 - 133","TOR - PHX",290227021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","104 - 123","2008 - 2009",1,"3:29",0,104,123,122,104,1,0,0,209,FALSE,FALSE,1.16190476190476,1156,1024,0
"1057","113 - 133","TOR - PHX",290227021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","104 - 124","2008 - 2009",1,"3:29",0,104,124,123,104,0,0,1,209,FALSE,FALSE,1.17142857142857,1156,1024,0
"1058","113 - 133","TOR - PHX",290227021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","110 - 126","2008 - 2009",0,"1:52",0,110,126,126,110,1,0,0,112,FALSE,FALSE,1.13513513513514,1156,1024,0
"1059","113 - 133","TOR - PHX",290227021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","110 - 127","2008 - 2009",1,"1:52",0,110,127,126,110,0,1,0,112,FALSE,FALSE,1.13513513513514,1156,1024,0
"1060","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","32 - 43","2008 - 2009",1,"7:31",0,32,43,42,32,1,0,0,451,FALSE,FALSE,1.27272727272727,1156,1024,0
"1061","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","32 - 44","2008 - 2009",1,"7:31",0,32,44,43,32,0,0,1,451,FALSE,FALSE,1.3030303030303,1156,1024,0
"1062","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","38 - 48","2008 - 2009",0,"5:16",0,38,48,48,38,1,0,0,316,FALSE,FALSE,1.23076923076923,1156,1024,0
"1063","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","38 - 49","2008 - 2009",1,"5:16",0,38,49,48,38,0,1,0,316,FALSE,FALSE,1.23076923076923,1156,1024,0
"1064","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","41 - 55","2008 - 2009",1,"4:22",0,41,55,54,41,1,0,0,262,FALSE,FALSE,1.28571428571429,1156,1024,0
"1065","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","45 - 59","2008 - 2009",1,"3:00",0,45,59,58,45,1,0,0,180,FALSE,FALSE,1.26086956521739,1156,1024,0
"1066","111 - 118","LAL - PHX",290301021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","45 - 59","2008 - 2009",0,"3:00",0,45,59,59,45,0,0,1,180,FALSE,FALSE,1.28260869565217,1156,1024,0
"1067","111 - 118","LAL - PHX",290301021,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","75 - 83","2008 - 2009",1,"3:32",0,75,83,82,75,1,0,0,212,FALSE,FALSE,1.07894736842105,1156,1024,0
"1068","111 - 118","LAL - PHX",290301021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","92 - 94","2008 - 2009",0,"9:14",0,92,94,94,92,1,0,0,554,FALSE,FALSE,1.01075268817204,1156,1024,0
"1069","111 - 118","LAL - PHX",290301021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","92 - 94","2008 - 2009",0,"9:14",0,92,94,94,92,0,1,0,554,FALSE,FALSE,1.01075268817204,1156,1024,0
"1070","111 - 118","LAL - PHX",290301021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","101 - 107","2008 - 2009",1,"3:36",0,101,107,106,101,1,0,0,216,FALSE,FALSE,1.03921568627451,1156,1024,0
"1071","111 - 118","LAL - PHX",290301021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","101 - 107","2008 - 2009",0,"3:36",0,101,107,107,101,0,0,1,216,FALSE,FALSE,1.04901960784314,1156,1024,0
"1072","99 - 111","PHX - ORL",290303019,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","62 - 58","2008 - 2009",0,"10:08",1,62,58,62,58,1,0,0,608,FALSE,FALSE,1.05084745762712,1156,1024,0
"1073","99 - 111","PHX - ORL",290303019,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","81 - 78","2008 - 2009",0,"11:44",1,81,78,81,78,1,0,0,704,FALSE,FALSE,1.0253164556962,1156,1024,0
"1074","99 - 111","PHX - ORL",290303019,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","82 - 78","2008 - 2009",1,"11:44",1,82,78,81,78,0,1,0,704,FALSE,FALSE,1.0253164556962,1156,1024,0
"1075","129 - 135","PHX - MIA",290304014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","12 - 14","2008 - 2009",1,"7:07",1,12,14,11,14,1,0,0,427,TRUE,FALSE,0.733333333333333,1156,1024,0
"1076","129 - 135","PHX - MIA",290304014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","13 - 14","2008 - 2009",1,"7:07",1,13,14,12,14,0,0,1,427,TRUE,FALSE,0.8,1156,1024,1
"1077","129 - 135","PHX - MIA",290304014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","32 - 40","2008 - 2009",1,"11:11",1,32,40,31,40,1,0,0,671,TRUE,FALSE,0.75609756097561,1156,1024,0
"1078","129 - 135","PHX - MIA",290304014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","33 - 40","2008 - 2009",1,"11:11",1,33,40,32,40,0,0,1,671,TRUE,FALSE,0.780487804878049,1156,1024,1
"1079","129 - 135","PHX - MIA",290304014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","106 - 113","2008 - 2009",0,"6:45",1,106,113,106,113,1,0,0,405,TRUE,FALSE,0.929824561403509,1156,1024,0
"1080","129 - 135","PHX - MIA",290304014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","106 - 113","2008 - 2009",0,"6:45",1,106,113,106,113,0,1,0,405,TRUE,FALSE,0.929824561403509,1156,1024,0
"1081","129 - 135","PHX - MIA",290304014,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","109 - 113","2008 - 2009",1,"6:11",1,109,113,108,113,1,0,0,371,TRUE,FALSE,0.947368421052632,1156,1024,0
"1082","129 - 135","PHX - MIA",290304014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","119 - 127","2008 - 2009",0,"1:16",1,119,127,119,127,1,0,0,76,TRUE,FALSE,0.9296875,1156,1024,0
"1083","129 - 135","PHX - MIA",290304014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","120 - 127","2008 - 2009",1,"1:16",1,120,127,119,127,0,1,0,76,TRUE,FALSE,0.9296875,1156,1024,0
"1084","112 - 116","PHX - HOU",290306010,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","63 - 68","2008 - 2009",0,"6:20",1,63,68,63,68,1,0,0,380,TRUE,FALSE,0.91304347826087,1156,1024,0
"1085","112 - 116","PHX - HOU",290306010,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","102 - 105","2008 - 2009",1,"2:58",1,102,105,101,105,1,0,0,178,TRUE,FALSE,0.952830188679245,1156,1024,0
"1086","98 - 103","PHX - SA",290308024,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","9 - 9","2008 - 2009",1,"8:03",1,9,9,8,9,1,0,0,483,TRUE,FALSE,0.8,1156,1024,0
"1087","98 - 103","PHX - SA",290308024,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","10 - 9","2008 - 2009",1,"8:03",1,10,9,9,9,0,0,1,483,FALSE,FALSE,0.9,1156,1024,1
"1088","98 - 103","PHX - SA",290308024,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","82 - 83","2008 - 2009",0,"7:07",1,82,83,82,83,1,0,0,427,TRUE,FALSE,0.976190476190476,1156,1024,0
"1089","98 - 103","PHX - SA",290308024,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","82 - 83","2008 - 2009",0,"7:07",1,82,83,82,83,0,1,0,427,TRUE,FALSE,0.976190476190476,1156,1024,0
"1090","122 - 117","DAL - PHX",290310021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","52 - 57","2008 - 2009",1,"2:06",0,52,57,56,52,1,0,0,126,FALSE,FALSE,1.05660377358491,1156,1024,0
"1091","122 - 117","DAL - PHX",290310021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","52 - 57","2008 - 2009",0,"2:06",0,52,57,57,52,0,0,1,126,FALSE,FALSE,1.07547169811321,1156,1024,0
"1092","122 - 117","DAL - PHX",290310021,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","52 - 59","2008 - 2009",0,"1:34",0,52,59,59,52,1,0,0,94,FALSE,FALSE,1.11320754716981,1156,1024,0
"1093","122 - 117","DAL - PHX",290310021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","60 - 63","2008 - 2009",1,"11:30",0,60,63,62,60,1,0,0,690,FALSE,FALSE,1.01639344262295,1156,1024,0
"1094","122 - 117","DAL - PHX",290310021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","60 - 64","2008 - 2009",1,"11:30",0,60,64,63,60,0,0,1,690,FALSE,FALSE,1.0327868852459,1156,1024,0
"1095","122 - 117","DAL - PHX",290310021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","106 - 97","2008 - 2009",0,"4:16",0,106,97,97,106,1,0,0,256,TRUE,FALSE,0.906542056074766,1156,1024,0
"1096","122 - 117","DAL - PHX",290310021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","106 - 97","2008 - 2009",0,"4:16",0,106,97,97,106,0,1,0,256,TRUE,FALSE,0.906542056074766,1156,1024,0
"1097","119 - 111","CLE - PHX",290312021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","35 - 30","2008 - 2009",1,"10:41",0,35,30,29,35,1,0,0,641,TRUE,FALSE,0.805555555555556,1156,1024,0
"1098","119 - 111","CLE - PHX",290312021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","35 - 30","2008 - 2009",0,"10:41",0,35,30,30,35,0,0,1,641,TRUE,FALSE,0.833333333333333,1156,1024,0
